Description_BF,CVE_ID,label_bf,y_predicted,predicted_label,ACC,BFDN,BFCU,BFFX,BFBT,BFSD,BFWD,Unnamed: 12,Description_AF,label_af,y_predicted.1,predicted_label.1,ACC.1,AFCB,AFC,AFBC,AFCF,AFAM,AFF,AFR,AFMS,AFMC,AFDN,AFA,AFMO,AFCN,AFP,AFLH,AFPP,Unnamed: 34,Description_CL,label_cl,predict,label_predict,ACC.2,CLBO,CLBU,CLNP,CLSF,CLOOA,CLUAF,CLCT,CLAV,CLIL,CLML,CLOBO,CLAC,CLDS,CLFR,CLTP,Exist_in_excel
libfuzzer regression testing exposed another case where the parser would fetch content of an external entity while not in validating mode.,CVE-2016-4449,4,positive,1,0,0,0,0,0,0,1,,libfuzzer regression testing exposed another case where the parser would fetch content of an external entity while not in validating mode.,2,negative,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,libfuzzer regression testing exposed another case where the parser would fetch content of an external entity while not in validating mode.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"libxml2 2.9.0 and earlier allows context-dependent attackers to cause a denial of service (CPU and memory consumption) via an XML file containing an entity declaration with long replacement text and many references to this entity, aka ""internal entity expansion"" with linear complexity.",CVE-2013-0338,4,negative,4,1,0,0,0,0,0,0,,"libxml2 2.9.0 and earlier allows context-dependent attackers to cause a denial of service (CPU and memory consumption) via an XML file containing an entity declaration with long replacement text and many references to this entity, aka ""internal entity expansion"" with linear complexity.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"libxml2 2.9.0 and earlier allows context-dependent attackers to cause a denial of service (CPU and memory consumption) via an XML file containing an entity declaration with long replacement text and many references to this entity, aka ""internal entity expansion"" with linear complexity.",3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
"libxml2 2.9.0-rc1 and earlier, as used in Google Chrome before 21.0.1180.89, does not properly support a cast of an unspecified variable during handling of XSL transforms, which allows remote attackers to cause a denial of service or possibly have unknown other impact via a crafted document, related to the _xmlNs data structure in include/libxml/tree.h.",CVE-2012-2871,4,positive,1,0,0,0,0,0,0,0,,"libxml2 2.9.0-rc1 and earlier, as used in Google Chrome before 21.0.1180.89, does not properly support a cast of an unspecified variable during handling of XSL transforms, which allows remote attackers to cause a denial of service or possibly have unknown other impact via a crafted document, related to the _xmlNs data structure in include/libxml/tree.h.",2,negative,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,,"libxml2 2.9.0-rc1 and earlier, as used in Google Chrome before 21.0.1180.89, does not properly support a cast of an unspecified variable during handling of XSL transforms, which allows remote attackers to cause a denial of service or possibly have unknown other impact via a crafted document, related to the _xmlNs data structure in include/libxml/tree.h.",3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
"libxml2 2.9.8, if --with-lzma is used, allows remote attackers to cause a denial of service (infinite loop) via a crafted XML file that triggers LZMA_MEMLIMIT_ERROR, as demonstrated by xmllint, a different vulnerability than CVE-2015-8035 and CVE-2018-9251.",CVE-2018-14567,4,negative,4,1,0,0,0,0,0,0,,"libxml2 2.9.8, if --with-lzma is used, allows remote attackers to cause a denial of service (infinite loop) via a crafted XML file that triggers LZMA_MEMLIMIT_ERROR, as demonstrated by xmllint, a different vulnerability than CVE-2015-8035 and CVE-2018-9251.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"libxml2 2.9.8, if --with-lzma is used, allows remote attackers to cause a denial of service (infinite loop) via a crafted XML file that triggers LZMA_MEMLIMIT_ERROR, as demonstrated by xmllint, a different vulnerability than CVE-2015-8035 and CVE-2018-9251.",3,positive,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,TRUE
libxml2 20904-GITv2.9.4-16-g0741801 is vulnerable to a heap-based buffer over-read in the xmlDictAddString function in dict.c.,CVE-2017-9050,4,negative,4,1,0,0,0,0,0,0,,libxml2 20904-GITv2.9.4-16-g0741801 is vulnerable to a heap-based buffer over-read in the xmlDictAddString function in dict.c.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,libxml2 20904-GITv2.9.4-16-g0741801 is vulnerable to a heap-based buffer over-read in the xmlDictAddString function in dict.c.,3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"libxml2 before 2.7.8, as used in Google Chrome before 7.0.517.44, Apple Safari 5.0.2 and earlier, and other products, reads from invalid memory locations during processing of malformed XPath expressions, which allows context-dependent attackers to cause a denial of service (application crash) via a crafted XML document.",CVE-2010-4008,4,negative,4,1,0,0,0,0,0,0,,"libxml2 before 2.7.8, as used in Google Chrome before 7.0.517.44, Apple Safari 5.0.2 and earlier, and other products, reads from invalid memory locations during processing of malformed XPath expressions, which allows context-dependent attackers to cause a denial of service (application crash) via a crafted XML document.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"libxml2 before 2.7.8, as used in Google Chrome before 7.0.517.44, Apple Safari 5.0.2 and earlier, and other products, reads from invalid memory locations during processing of malformed XPath expressions, which allows context-dependent attackers to cause a denial of service (application crash) via a crafted XML document.",3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE
"libxml2 through 2.9.1 does not properly handle external entities expansion unless an application developer uses the xmlSAX2ResolveEntity or xmlSetExternalEntityLoader function, which allows remote attackers to cause a denial of service (resource consumption), send HTTP requests to intranet servers, or read arbitrary files via a crafted XML document, aka an XML External Entity (XXE) issue.",CVE-2013-0339,4,positive,1,0,0,0,0,0,0,0,,"libxml2 through 2.9.1 does not properly handle external entities expansion unless an application developer uses the xmlSAX2ResolveEntity or xmlSetExternalEntityLoader function, which allows remote attackers to cause a denial of service (resource consumption), send HTTP requests to intranet servers, or read arbitrary files via a crafted XML document, aka an XML External Entity (XXE) issue.",2,negative,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,"libxml2 through 2.9.1 does not properly handle external entities expansion unless an application developer uses the xmlSAX2ResolveEntity or xmlSetExternalEntityLoader function, which allows remote attackers to cause a denial of service (resource consumption), send HTTP requests to intranet servers, or read arbitrary files via a crafted XML document, aka an XML External Entity (XXE) issue.",3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
Limit available memory to 100MB to avoid exhaustive memory consumption by malicious files.,CVE-2017-18258,4,negative,4,1,0,0,0,0,0,0,,Limit available memory to 100MB to avoid exhaustive memory consumption by malicious files.,2,positive,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,Limit available memory to 100MB to avoid exhaustive memory consumption by malicious files.,3,negative,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Make sure that truncated UTF-8 sequences don't cause an out-of-bounds array access.,CVE-2020-24977,4,positive,1,0,0,0,0,0,0,0,,Make sure that truncated UTF-8 sequences don't cause an out-of-bounds array access.,2,positive,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Make sure that truncated UTF-8 sequences don't cause an out-of-bounds array access.,3,positive,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
Make sure to set 'attvalue' to NULL after freeing it.,CVE-2016-1835,4,positive,1,0,0,0,0,0,0,0,,Make sure to set 'attvalue' to NULL after freeing it.,2,positive,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,Make sure to set 'attvalue' to NULL after freeing it.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Make sure to skip these nodes when processing XIncludes.,CVE-2021-3518,4,positive,1,0,0,0,0,0,0,0,,Make sure to skip these nodes when processing XIncludes.,2,positive,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,Make sure to skip these nodes when processing XIncludes.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Move from a block list to an allow list approach to avoid descending into other node types that can't contain elements.,CVE-2021-3518,4,positive,1,0,1,0,0,0,0,0,,Move from a block list to an allow list approach to avoid descending into other node types that can't contain elements.,2,positive,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,Move from a block list to an allow list approach to avoid descending into other node types that can't contain elements.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"Multiple use-after-free vulnerabilities in libxml2 2.9.0 and possibly other versions might allow context-dependent attackers to cause a denial of service (crash) and possibly execute arbitrary code via vectors related to the (1) htmlParseChunk and (2) xmldecl_done functions, as demonstrated by a buffer overflow in the xmlBufGetInputBase function.",CVE-2013-1969,4,negative,4,1,0,0,0,0,0,0,,"Multiple use-after-free vulnerabilities in libxml2 2.9.0 and possibly other versions might allow context-dependent attackers to cause a denial of service (crash) and possibly execute arbitrary code via vectors related to the (1) htmlParseChunk and (2) xmldecl_done functions, as demonstrated by a buffer overflow in the xmlBufGetInputBase function.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Multiple use-after-free vulnerabilities in libxml2 2.9.0 and possibly other versions might allow context-dependent attackers to cause a denial of service (crash) and possibly execute arbitrary code via vectors related to the (1) htmlParseChunk and (2) xmldecl_done functions, as demonstrated by a buffer overflow in the xmlBufGetInputBase function.",3,positive,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,TRUE
"My life is too short at this point to try to version libxml2 API so int it is int it will remain, sorry :)",CVE-2016-1834,4,negative,4,1,0,0,0,0,0,1,,"My life is too short at this point to try to version libxml2 API so int it is int it will remain, sorry :)",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"My life is too short at this point to try to version libxml2 API so int it is int it will remain, sorry :)",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Namespace nodes can't be unlinked with xmlUnlinkNode.,CVE-2012-2871,4,positive,1,0,1,0,0,0,0,0,,Namespace nodes can't be unlinked with xmlUnlinkNode.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Namespace nodes can't be unlinked with xmlUnlinkNode.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
NOTE: this vulnerability may be a duplicate of CVE-2016-3627.,CVE-2016-4483,4,negative,4,1,0,0,0,0,0,1,,NOTE: this vulnerability may be a duplicate of CVE-2016-3627.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NOTE: this vulnerability may be a duplicate of CVE-2016-3627.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"Off-by-one error in libxml2, as used in Google Chrome before 19.0.1084.46 and other products, allows remote attackers to cause a denial of service (out-of-bounds write) or possibly have unspecified other impact via unknown vectors.",CVE-2011-3102,4,negative,4,1,0,0,0,0,0,0,,"Off-by-one error in libxml2, as used in Google Chrome before 19.0.1084.46 and other products, allows remote attackers to cause a denial of service (out-of-bounds write) or possibly have unspecified other impact via unknown vectors.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Off-by-one error in libxml2, as used in Google Chrome before 19.0.1084.46 and other products, allows remote attackers to cause a denial of service (out-of-bounds write) or possibly have unspecified other impact via unknown vectors.",3,positive,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,TRUE
"On external entities, * the replacement is done before parsing stage",CVE-2015-8241,4,negative,4,1,0,0,0,0,0,0,,"On external entities, * the replacement is done before parsing stage",4,positive,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"On external entities, * the replacement is done before parsing stage",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"One place where ctxt->instate == XML_PARSER_EOF whic was set up by entity detection issues doesn't get noticed, and even overrided.",CVE-2015-8241,4,positive,1,0,0,0,0,0,0,0,,"One place where ctxt->instate == XML_PARSER_EOF whic was set up by entity detection issues doesn't get noticed, and even overrided.",2,negative,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"One place where ctxt->instate == XML_PARSER_EOF whic was set up by entity detection issues doesn't get noticed, and even overrided.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"One way to repro would be: $ printf '<!DOCTYPEd[<!ENTITY\nS\t""""><!ENTITY %%\nN\t""<!ELEMENT<!",CVE-2015-7941,4,negative,4,1,0,0,0,0,0,1,,"One way to repro would be: $ printf '<!DOCTYPEd[<!ENTITY\nS\t""""><!ENTITY %%\nN\t""<!ELEMENT<!",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"One way to repro would be: $ printf '<!DOCTYPEd[<!ENTITY\nS\t""""><!ENTITY %%\nN\t""<!ELEMENT<!",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Otherwise malicious LZMA compressed files could consume large amounts of memory when decompressed.,CVE-2017-18258,4,positive,1,0,0,0,0,0,0,1,,Otherwise malicious LZMA compressed files could consume large amounts of memory when decompressed.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Otherwise malicious LZMA compressed files could consume large amounts of memory when decompressed.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Otherwise the parser gets into a bad state in SKIP(3) at the end of the function.,CVE-2016-4447,4,positive,1,0,0,0,0,0,0,0,,Otherwise the parser gets into a bad state in SKIP(3) at the end of the function.,2,negative,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,Otherwise the parser gets into a bad state in SKIP(3) at the end of the function.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"Otherwise, struct xmlElementContent could contain unexpected null pointers, leading to a null deref when post-validating documents which aren't well-formed and parsed in recovery mode.",CVE-2021-3537,4,positive,1,0,0,0,0,0,0,1,,"Otherwise, struct xmlElementContent could contain unexpected null pointers, leading to a null deref when post-validating documents which aren't well-formed and parsed in recovery mode.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Otherwise, struct xmlElementContent could contain unexpected null pointers, leading to a null deref when post-validating documents which aren't well-formed and parsed in recovery mode.",3,negative,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Package: libxml2.,CVE-2018-14404,4,negative,4,1,0,0,0,0,0,0,,Package: libxml2.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Package: libxml2.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Please assign a CVE if necesary.,CVE-2016-4483,4,negative,4,1,0,0,0,0,0,0,,Please assign a CVE if necesary.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Please assign a CVE if necesary.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Plug that hole,CVE-2016-4449,4,negative,4,1,0,0,0,0,0,0,,Plug that hole,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Plug that hole,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Prevent unwanted external entity reference.,CVE-2017-7375,4,negative,4,1,0,0,0,0,0,0,,Prevent unwanted external entity reference.,2,positive,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,Prevent unwanted external entity reference.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Problem pointed out by Daniel Berrange <berrange@redhat.com>,CVE-2014-0191,4,negative,4,1,0,0,0,0,0,0,,Problem pointed out by Daniel Berrange <berrange@redhat.com>,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Problem pointed out by Daniel Berrange <berrange@redhat.com>,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Problem pointed out by Tom Lane <tgl@redhat.com>.,CVE-2013-0339,4,negative,4,1,0,0,0,0,0,0,,Problem pointed out by Tom Lane <tgl@redhat.com>.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Problem pointed out by Tom Lane <tgl@redhat.com>.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Propagate error in xmlParseElementChildrenContentDeclPriv.,CVE-2021-3537,4,negative,4,1,0,0,0,0,0,0,,Propagate error in xmlParseElementChildrenContentDeclPriv.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Propagate error in xmlParseElementChildrenContentDeclPriv.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"Proposed Fix: The fix should be easy, just check for null values in arg1 before dereferencing in both cases.",CVE-2018-14404,1,negative,4,0,0,0,0,0,1,0,,"Proposed Fix: The fix should be easy, just check for null values in arg1 before dereferencing in both cases.",2,positive,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,"Proposed Fix: The fix should be easy, just check for null values in arg1 before dereferencing in both cases.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"READ of size 1 at 0x000000c136a1 thread T0 #0 0x45736f in xmlNextChar /root/libxml2/parserInternals.c:535 #1 0x4fd936 in xmlParseInternalSubset /root/libxml2/parser.c:8447 #2 0x52717b in xmlParseDocument /root/libxml2/parser.c:10836 #3 0x55b5b6 in xmlDoRead /root/libxml2/parser.c:15324 #4 0x55b5b6 in xmlReadFile /root/libxml2/parser.c:15386 #5 0x4183b7 in parseAndPrintFile /root/libxml2/xmllint.c:2401 #6 0x40de46 in main /root/libxml2/xmllint.c:3759 #7 0x7f920fcc7ec4 (/lib/x86_64-linux-gnu/libc.so.6+0x21ec4) #8 0x40fad9 in _start (/root/libxml2/xmllint+0x40fad9) I git bisected it back to the following commit, which is meant to stop the parser on an unterminated entity This shows that there the parser is running through xmlParseMarkupDecl, and then instate is set to XML_PARSER_EOF (in xmlStopParser), but looking at the source for xmlParseMarkupDecl, on line 6990, the instate is changed to XML_PARSER_DTD.",CVE-2015-8241,4,positive,1,0,0,0,0,1,0,0,,"READ of size 1 at 0x000000c136a1 thread T0 #0 0x45736f in xmlNextChar /root/libxml2/parserInternals.c:535 #1 0x4fd936 in xmlParseInternalSubset /root/libxml2/parser.c:8447 #2 0x52717b in xmlParseDocument /root/libxml2/parser.c:10836 #3 0x55b5b6 in xmlDoRead /root/libxml2/parser.c:15324 #4 0x55b5b6 in xmlReadFile /root/libxml2/parser.c:15386 #5 0x4183b7 in parseAndPrintFile /root/libxml2/xmllint.c:2401 #6 0x40de46 in main /root/libxml2/xmllint.c:3759 #7 0x7f920fcc7ec4 (/lib/x86_64-linux-gnu/libc.so.6+0x21ec4) #8 0x40fad9 in _start (/root/libxml2/xmllint+0x40fad9) I git bisected it back to the following commit, which is meant to stop the parser on an unterminated entity This shows that there the parser is running through xmlParseMarkupDecl, and then instate is set to XML_PARSER_EOF (in xmlStopParser), but looking at the source for xmlParseMarkupDecl, on line 6990, the instate is changed to XML_PARSER_DTD.",4,positive,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,"READ of size 1 at 0x000000c136a1 thread T0 #0 0x45736f in xmlNextChar /root/libxml2/parserInternals.c:535 #1 0x4fd936 in xmlParseInternalSubset /root/libxml2/parser.c:8447 #2 0x52717b in xmlParseDocument /root/libxml2/parser.c:10836 #3 0x55b5b6 in xmlDoRead /root/libxml2/parser.c:15324 #4 0x55b5b6 in xmlReadFile /root/libxml2/parser.c:15386 #5 0x4183b7 in parseAndPrintFile /root/libxml2/xmllint.c:2401 #6 0x40de46 in main /root/libxml2/xmllint.c:3759 #7 0x7f920fcc7ec4 (/lib/x86_64-linux-gnu/libc.so.6+0x21ec4) #8 0x40fad9 in _start (/root/libxml2/xmllint+0x40fad9) I git bisected it back to the following commit, which is meant to stop the parser on an unterminated entity This shows that there the parser is running through xmlParseMarkupDecl, and then instate is set to XML_PARSER_EOF (in xmlStopParser), but looking at the source for xmlParseMarkupDecl, on line 6990, the instate is changed to XML_PARSER_DTD.",4,positive,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
READ of size 1 at 0x5608cd40a230 thread T0 #0 0x7f6705c1cdb3 in xmlEncodeEntitiesInternal /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/entities.c:583 #1 0x5608cd1ea3f5 in xmlHTMLEncodeSend /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/xmllint.c:531 #2 0x5608cd1ea3f5 in xmlHTMLError /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/xmllint.c:642 #3 0x7f6705c7fac9 in __xmlRaiseError /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/error.c:638 #4 0x7f6705da51ec in xmlFatalErrMsgStrIntStr /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/parser.c:720 #5 0x7f6705da51ec in xmlParseElementStart /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/parser.c:10027 #6 0x7f6705dfea47 in xmlParseContent__internal_alias /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/parser.c:9865 #7 0x7f6705e16d8f in xmlParseElement__internal_alias /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/parser.c:9915 #8 0x7f6705e16d8f in xmlParseDocument__internal_alias /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/parser.c:10751 #9 0x7f6705e6a5ab in xmlDoRead /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/parser.c:15101 #10 0x7f6705e6a5ab in xmlCtxtReadFile__internal_alias /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/parser.c:15346 #11 0x5608cd1daee8 in parseAndPrintFile /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/xmllint.c:2332 #12 0x5608cd1c0741 in main /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/xmllint.c:3732 #13 0x7f67057adb96 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21b96) #14 0x5608cd1ca1b9 in _start (/mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/.libs/xmllint+0x1f1b9),CVE-2020-24977,4,negative,4,1,0,0,0,0,0,0,,READ of size 1 at 0x5608cd40a230 thread T0 #0 0x7f6705c1cdb3 in xmlEncodeEntitiesInternal /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/entities.c:583 #1 0x5608cd1ea3f5 in xmlHTMLEncodeSend /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/xmllint.c:531 #2 0x5608cd1ea3f5 in xmlHTMLError /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/xmllint.c:642 #3 0x7f6705c7fac9 in __xmlRaiseError /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/error.c:638 #4 0x7f6705da51ec in xmlFatalErrMsgStrIntStr /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/parser.c:720 #5 0x7f6705da51ec in xmlParseElementStart /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/parser.c:10027 #6 0x7f6705dfea47 in xmlParseContent__internal_alias /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/parser.c:9865 #7 0x7f6705e16d8f in xmlParseElement__internal_alias /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/parser.c:9915 #8 0x7f6705e16d8f in xmlParseDocument__internal_alias /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/parser.c:10751 #9 0x7f6705e6a5ab in xmlDoRead /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/parser.c:15101 #10 0x7f6705e6a5ab in xmlCtxtReadFile__internal_alias /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/parser.c:15346 #11 0x5608cd1daee8 in parseAndPrintFile /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/xmllint.c:2332 #12 0x5608cd1c0741 in main /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/xmllint.c:3732 #13 0x7f67057adb96 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21b96) #14 0x5608cd1ca1b9 in _start (/mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/.libs/xmllint+0x1f1b9),4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,READ of size 1 at 0x5608cd40a230 thread T0 #0 0x7f6705c1cdb3 in xmlEncodeEntitiesInternal /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/entities.c:583 #1 0x5608cd1ea3f5 in xmlHTMLEncodeSend /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/xmllint.c:531 #2 0x5608cd1ea3f5 in xmlHTMLError /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/xmllint.c:642 #3 0x7f6705c7fac9 in __xmlRaiseError /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/error.c:638 #4 0x7f6705da51ec in xmlFatalErrMsgStrIntStr /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/parser.c:720 #5 0x7f6705da51ec in xmlParseElementStart /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/parser.c:10027 #6 0x7f6705dfea47 in xmlParseContent__internal_alias /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/parser.c:9865 #7 0x7f6705e16d8f in xmlParseElement__internal_alias /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/parser.c:9915 #8 0x7f6705e16d8f in xmlParseDocument__internal_alias /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/parser.c:10751 #9 0x7f6705e6a5ab in xmlDoRead /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/parser.c:15101 #10 0x7f6705e6a5ab in xmlCtxtReadFile__internal_alias /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/parser.c:15346 #11 0x5608cd1daee8 in parseAndPrintFile /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/xmllint.c:2332 #12 0x5608cd1c0741 in main /mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/xmllint.c:3732 #13 0x7f67057adb96 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21b96) #14 0x5608cd1ca1b9 in _start (/mnt/hda2/suhwan/add_project/final/FINAL_TEST_ZONE/program/xxx/libxml2/.libs/xmllint+0x1f1b9),4,positive,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
